NAME,ROUNDS,SCORING,DRIVE_DISTANCE,FWY_%,GIR_%,SG_P,SG_TTG,SG_T,POINTS,TOP 10,1ST,Year,MONEY,COUNTRY
Tim Herron,79,71.171,291.7,53.49,66.51,0.171,-0.4,-0.227,234,,,2010,"391,502",USA
Tim Petrovic,105,70.992,278.7,67.37,66.35,-0.006,0.255,0.249,937,2,,2010,"1,028,960",USA
Tom Gillis,97,70.514,288.7,68.54,65.98,0.359,0.261,0.616,"1,276",3,,2010,"1,166,146",USA
Tom Pernice Jr.,74,70.757,280,66.95,69.78,-0.165,0.284,0.121,331,1,,2010,"662,730",USA
Trevor Immelman,55,71.162,286.4,64.07,66.06,0.074,-0.401,-0.324,266,,,2010,"422,171",RSA
Troy Matteson,84,71.31,296.3,60.36,71.43,-0.445,0.287,-0.157,575,2,,2010,"736,060",USA
Troy Merritt,86,71.486,288.2,59.37,65.48,0.512,-0.954,-0.437,331,1,,2010,"786,977",USA
Vance Veazey,58,72.323,284.3,55.88,62.71,-0.109,-1.329,-1.444,73,,,2010,"111,370",USA
Vaughn Taylor,87,70.794,284.4,68.26,68.33,-0.056,0.446,0.387,"1,495",6,,2010,"1,838,861",USA
Vijay Singh,75,70.343,292.3,63.28,68.62,-0.739,1.494,0.753,"1,108",2,,2010,"1,334,262",FIJ
Webb Simpson,98,70.683,285.4,60.47,66.16,0.37,-0.2,0.169,628,2,,2010,"972,962",USA
Will MacKenzie,72,70.918,290.8,66.33,68.52,-0.448,0.644,0.202,267,1,,2010,"557,504",USA
Woody Austin,93,71.121,281.1,66.48,67.92,-0.063,0.094,0.034,394,3,,2010,"727,352",USA
Y.E. Yang,72,71.033,288.6,64.31,65.95,0.188,-0.019,0.166,923,2,,2010,"1,301,726",KOR
Zach Johnson,93,70.527,279.7,71.24,66.54,0.583,0.21,0.792,683,3,1,2010,"2,916,993",USA
�?ngel Cabrera,64,70.919,304.5,54.49,65.78,-0.148,0.4,0.249,"1,082",2,,2010,"1,266,440",ARG
Aaron Baddeley,77,70.23,296.2,55.67,65.48,0.324,0.824,1.148,"1,007",5,1,2011,"$3,094,693",AUS
Adam Scott,60,69.872,299.7,63.98,68.08,-0.247,0.882,0.635,778,7,1,2011,"$3,764,797",AUS
Alex Cejka,59,71.178,280.3,66.42,66.1,-0.665,0.527,-0.138,303,,,2011,"$344,902",GER
Alex Prugh,82,71.904,298.6,57.35,65.95,-0.582,-0.375,-0.958,209,,,2011,"$292,070",USA
Alexandre Rocha,65,71.262,290.9,62.23,68.23,-0.001,-0.374,-0.375,127,,,2011,"$225,026",BRA
Andres Gonzales,60,71.634,293.1,61.49,64.42,0.143,-0.795,-0.652,93,,,2011,"$186,847",USA
Andres Romero,77,70.495,294.7,57.8,63.41,0.4,0.074,0.474,939,4,,2011,"$1,313,133",ARG
Anthony Kim,72,70.775,294.2,46.99,61.58,0.239,-0.31,-0.071,702,2,,2011,"$1,085,846",USA
Arjun Atwal,91,71.444,284.8,56.31,63.25,0.044,-0.453,-0.409,459,1,,2011,"$690,237",IND
Aron Price,58,70.729,282.6,70.29,67.09,0.094,0.186,0.28,272,,,2011,"$333,290",AUS
Ben Crane,76,70.434,284.9,67.06,66.36,0.134,0.356,0.49,561,4,1,2011,"$1,679,595",USA
Ben Curtis,66,70.839,276.7,71.91,65.82,0.239,-0.049,0.19,304,,,2011,"$423,466",USA
Ben Martin,74,71.419,289.5,63.43,64.76,0.406,-0.681,-0.275,242,1,,2011,"$340,080",USA
Bill Haas,93,70.135,296.6,63.59,69.44,0.165,0.752,0.916,"2,760",7,1,2011,"$4,088,637",USA
Bill Lunde,92,71.046,291.5,61.11,69.38,0.003,0.057,0.06,668,,,2011,"$639,548",USA
Billy Horschel,75,71.512,291,66.22,67.07,-0.024,-0.168,-0.192,197,2,,2011,"$533,024",USA
Billy Mayfair,94,70.747,283.3,70.41,68.77,-0.237,0.621,0.385,353,2,,2011,"$780,578",USA
Bio Kim,71,71.696,296.1,52.87,59.49,0.033,-0.886,-0.854,179,,,2011,"$345,588",KOR
Blake Adams,116,70.7,292.1,65.79,65.48,0.475,-0.064,0.411,985,4,,2011,"$1,100,558",USA
Bo Van Pelt,92,70.092,297.4,63.59,68.02,-0.167,1.034,0.867,610,5,,2011,"$2,344,546",USA
Bobby Gates,82,71.616,297.4,60.1,64.71,-0.452,-0.445,-0.898,256,3,,2011,"$666,735",USA
Boo Weekley,66,71.176,296.6,66.74,71.68,-1.1,0.818,-0.282,223,,,2011,"$279,531",USA
Brandt Jobe,100,70.334,298.5,65.87,69.16,-0.015,0.611,0.596,"1,238",4,,2011,"$1,629,764",USA
Brandt Snedeker,85,69.859,287.2,64.02,64.9,0.588,0.507,1.094,"1,668",7,1,2011,"$3,587,206",USA
Brendan Steele,89,71.019,292.8,64.83,65.45,-0.06,0.054,-0.006,"1,160",3,1,2011,"$1,976,310",USA
Brendon de Jonge,105,70.429,287.8,64.04,66.45,0.273,0.303,0.576,"1,024",3,,2011,"$1,241,326",ZIM
Brian Davis,105,70.469,283.3,70.33,67.35,-0.035,0.64,0.605,"1,438",2,,2011,"$1,308,009",ENG
Brian Gay,90,70.214,269.8,72.77,63.44,0.556,0.181,0.737,685,3,,2011,"$1,157,525",USA
Briny Baird,60,70.435,289.1,68.74,69.14,0.078,0.465,0.543,258,3,,2011,"$942,286",USA
Bryce Molder,82,70.433,282,66.46,65,0.77,-0.116,0.653,523,6,1,2011,"$1,957,944",USA
Bubba Watson,85,70.625,314.9,56.92,69.83,-0.182,0.775,0.593,578,3,2,2011,"$3,477,811",USA
Cameron Beckman,71,71.642,284.3,61.05,63.18,-0.112,-0.541,-0.653,324,,,2011,"$455,085",USA
Cameron Tringale,110,70.751,294.3,60.99,67.3,0.197,0.042,0.239,"1,002",4,,2011,"$1,327,807",USA
Camilo Villegas,69,71.024,294.4,57.98,62.5,-0.194,0.284,0.091,"1,532",4,,2011,"$1,231,918",COL
Carl Pettersson,95,70.289,291.8,62.29,65.77,0.485,0.284,0.77,"1,284",5,,2011,"$1,540,723",SWE
Chad Campbell,99,70.273,291.1,63.31,71.13,-0.368,0.932,0.564,"1,076",1,,2011,"$1,104,024",USA
Charl Schwartzel,58,69.619,297,61.73,65.97,0.052,0.898,0.95,"1,560",3,1,2011,"$2,604,558",RSA
Charles Howell III,108,69.66,297.3,57.51,68.91,0.38,0.86,1.239,708,7,,2011,"$2,509,223",USA
Charley Hoffman,93,71.097,299.8,60.34,66.79,-0.256,0.782,0.525,"1,369",2,,2011,"$1,462,591",USA
Charlie Wi,83,70.757,285.8,61.35,63.65,0.808,-0.502,0.305,711,1,,2011,"$1,188,494",KOR
Chez Reavie,92,70.744,293.5,67.32,68.6,-0.077,0.497,0.419,"1,220",5,,2011,"$2,285,067",USA
Chris Couch,73,70.595,296.8,64.96,64.99,0.397,0.052,0.45,573,3,,2011,"$922,496",USA
Chris DiMarco,93,70.909,277.9,66.67,65.11,-0.145,0.123,-0.021,499,,,2011,"$761,932",USA
Chris Kirk,87,70.414,295.7,56.47,66.67,-0.202,0.634,0.432,"1,332",4,1,2011,"$1,877,627",USA
Chris Riley,76,71.143,279.3,70.19,64.81,-0.292,0.201,-0.091,292,1,,2011,"$397,204",USA
Chris Stroud,88,70.838,291.2,60.03,67,-0.155,0.212,0.057,"1,013",2,,2011,"$1,096,499",USA
Colt Knost,80,71.747,279,66.02,62.01,0.271,-0.938,-0.667,227,,,2011,"$296,817",USA
D.A. Points,89,70.621,287.4,66.45,64.92,0.227,0.071,0.297,"1,140",3,1,2011,"$2,034,156",USA
D.J. Brigman,67,71.803,290.2,55.27,60.92,-0.245,-0.808,-1.053,140,,,2011,"$191,491",USA
D.J. Trahan,91,70.87,298.6,59.81,68.99,-0.815,0.984,0.169,474,1,,2011,"$668,166",USA
Daniel Summerhays,75,72.487,284.9,62.83,63.24,-0.292,-1.288,-1.581,210,,,2011,"$301,899",USA
David Duval,67,71.873,296.3,51.88,64.1,-0.364,-0.437,-0.801,191,1,,2011,"$400,654",USA
David Hearn,88,70.709,290.9,63.36,68.82,0.223,-0.001,0.222,377,3,,2011,"$869,072",CAN
David Mathis,83,70.899,282,66.82,64.29,0.215,-0.12,0.095,326,1,,2011,"$715,404",USA
David Toms,78,69.706,279.1,71.82,70.2,0.446,0.836,1.282,648,7,1,2011,"$3,858,090",USA
Davis Love III,70,70.548,298.5,59.45,68.25,-0.318,0.708,0.389,565,2,,2011,"$1,056,300",USA
Dean Wilson,62,71.195,276.8,65.27,62.63,0.492,-0.712,-0.22,318,,,2011,"$401,314",USA
Derek Lamely,65,72.606,297.9,50.57,62.87,-0.321,-1.062,-1.383,123,,,2011,"$301,146",USA
Dustin Johnson,72,70.457,314.2,57.17,68.39,-0.549,1.125,0.576,"2,488",6,1,2011,"$4,309,961",USA
Ernie Els,71,71.062,288.1,60.1,69.89,-0.705,0.865,0.16,924,1,,2011,"$948,872",RSA
Fabián Gómez,84,71.639,288.4,63.08,65.2,-0.117,-0.485,-0.602,208,1,,2011,"$381,730",ARG
Freddie Jacobson,92,69.854,287.4,60.82,63.56,0.629,0.275,0.904,488,3,1,2011,"$2,488,325",SWE
Garrett Willis,71,71.458,279.7,67.85,64.41,-0.031,-0.247,-0.278,270,1,,2011,"$526,390",USA
Gary Woodland,93,69.875,310.5,58.07,69.41,-0.116,1.157,1.041,773,6,1,2011,"$3,448,591",USA
Geoff Ogilvy,69,70.164,290,62.89,62.63,0.517,0.205,0.722,608,4,,2011,"$1,916,994",AUS
George McNeill,69,70.797,295,59.95,64.21,-0.018,0.016,-0.002,889,4,,2011,"$1,458,110",USA
Graeme McDowell,50,70.997,289.5,66.31,66.08,0.132,0.066,0.197,765,3,,2011,"$1,088,898",NIR
Greg Chalmers,88,70.596,279.6,62.42,61.24,0.635,-0.215,0.42,692,2,,2011,"$832,191",AUS
Harrison Frazar,58,70.891,301.8,51.49,62.45,-0.386,0.121,-0.266,713,1,1,2011,"$1,322,267",USA
Heath Slocum,89,70.988,281.9,74.92,71.4,-0.493,0.457,-0.036,388,,,2011,"$767,216",USA
Hunter Haas,96,70.826,288.5,63.76,66.24,0.364,-0.082,0.282,499,4,,2011,"$1,039,987",USA
Hunter Mahan,92,69.905,291.6,62.85,68.79,0.527,0.691,1.218,"1,800",9,,2011,"$3,503,540",USA
Ian Poulter,52,70.824,282.8,64.76,65.58,0.27,-0.032,0.238,639,1,,2011,"$739,926",ENG
J.B. Holmes,57,70.523,318.4,52.09,66.46,-0.064,0.912,0.847,640,4,,2011,"$1,398,583",USA
J.J. Henry,96,70.671,291.1,66.43,68.96,0.139,0.233,0.372,739,1,,2011,"$873,377",USA
J.P. Hayes,56,72.048,282.7,64.36,61.52,0.024,-0.552,-0.528,147,,,2011,"$186,769",USA
James Driscoll,71,71.277,298.5,55.79,63.5,-0.025,-0.184,-0.209,353,2,,2011,"$741,010",USA
Jarrod Lyle,83,71.617,286.1,58.86,61.95,-0.163,-0.657,-0.82,217,1,,2011,"$317,459",AUS
Jason Bohn,74,71.336,284.9,67.48,67.3,-0.069,-0.075,-0.144,284,,,2011,"$411,943",USA
Jason Day,76,69.706,302.6,54.7,64.92,0.576,0.4,0.976,"1,058",10,,2011,"$3,962,647",AUS
Jason Dufner,78,70.2,286.8,65.81,66.95,-0.116,0.833,0.717,583,6,,2011,"$3,057,860",USA
Jeff Overton,92,70.802,295.3,60.46,64.53,0.154,0.042,0.196,619,4,,2011,"$1,290,962",USA
Jerry Kelly,85,70.241,275.6,73.3,66.25,0.257,0.41,0.667,"1,450",4,,2011,"$1,451,797",USA
Jhonattan Vegas,84,70.966,304.9,54.65,67.22,-0.315,0.143,-0.172,"1,149",3,1,2011,"$1,854,414",VEN
Jim Furyk,87,70.37,281.4,68,67.57,-0.16,0.816,0.655,"1,468",4,,2011,"$1,529,690",USA
Jim Herman,69,71.377,301.7,56.98,67.94,-0.344,0.165,-0.18,160,,,2011,"$196,845",USA
Jim Renner,65,71.372,296.8,59.1,65.01,0.149,-0.261,-0.111,149,2,,2011,"$392,945",USA
Jimmy Walker,79,70.424,298.8,53.13,63.92,0.222,0.155,0.376,"1,252",4,,2011,"$1,336,556",USA
Joe Durant,71,71.428,283.6,75.65,71.26,-0.861,0.629,-0.233,260,,,2011,"$358,790",USA
Joe Ogilvie,75,71.215,291.6,56.62,62.6,0.167,-0.473,-0.306,379,1,,2011,"$726,866",USA
John Merrick,71,70.423,297.2,67.31,68.69,0.058,0.372,0.43,535,1,,2011,"$704,789",USA
John Rollins,85,70.584,296.7,66.84,69.08,-0.101,0.773,0.671,616,4,,2011,"$1,370,566",USA
John Senden,94,70.199,293.3,66.82,70.86,0.302,0.665,0.967,"1,030",3,,2011,"$2,294,811",AUS
Johnson Wagner,81,70.654,282.2,67.35,67.17,0.427,-0.37,0.057,842,1,1,2011,"$1,224,556",USA
Jonathan Byrd,83,70.783,291.6,60.33,65.65,0.116,0.354,0.469,565,5,1,2011,"$2,938,920",USA
Joseph Bramlett,73,71.714,295.6,59.54,65.21,-0.581,0.111,-0.47,110,,,2011,"$178,728",USA
Josh Teater,104,71.057,302.3,61.48,66.89,-0.089,0.174,0.085,513,2,,2011,"$769,324",USA
Justin Hicks,60,72.008,286,69.88,65.71,-0.955,-0.461,-1.416,145,,,2011,"$284,990",USA
Justin Leonard,82,71.002,280.1,65.29,64.91,-0.11,0.011,-0.099,328,1,,2011,"$952,962",USA
Justin Rose,79,70.332,290.6,63.27,69.48,0.047,0.937,0.984,"2,253",5,1,2011,"$3,401,420",ENG
K.J. Choi,77,69.993,285.6,61.99,65.93,0.163,0.915,1.079,"1,207",8,1,2011,"$4,434,691",KOR
Keegan Bradley,91,70.257,300.7,61.5,65.9,0.007,0.272,0.279,648,4,2,2011,"$3,758,600",USA
Kent Jones,76,71.001,285,66.13,66.12,0.028,-0.205,-0.177,297,,,2011,"$360,624",USA
Kevin Chappell,78,71.221,295.8,59,64.89,-0.501,0.187,-0.314,673,3,,2011,"$1,339,640",USA
Kevin Kisner,70,71.858,284.3,60.96,60.59,0.139,-1.044,-0.906,116,,,2011,"$270,170",USA
Kevin Na,84,70.432,279.8,57.66,61.04,0.65,0.121,0.77,778,6,1,2011,"$2,336,965",USA
Kevin Stadler,88,71.295,293.2,63.25,68.06,-0.426,0.208,-0.218,444,1,,2011,"$768,172",USA
Kevin Streelman,90,70.54,289.2,63.72,65.62,0.356,0.578,0.934,770,4,,2011,"$1,300,006",USA
Kris Blanks,92,70.952,284.9,63.11,68.89,-0.44,0.592,0.152,694,3,,2011,"$1,350,010",USA
Kyle Stanley,98,70.317,304.6,59.52,68.21,-0.506,1.171,0.665,"1,523",4,,2011,"$1,523,657",USA
Lee Janzen,62,71.525,290.1,63.04,63.1,0.17,-0.613,-0.443,168,,,2011,"$216,993",USA
Lucas Glover,74,70.445,294.6,61.05,65.92,0.236,0.206,0.442,"1,305",1,1,2011,"$1,823,327",USA
Luke Donald,73,68.861,284.1,64.29,67.33,0.87,1.408,2.278,"2,567",14,2,2011,"$6,683,214",ENG
Marc Leishman,87,70.948,296,54.41,64.43,-0.099,0.125,0.026,947,2,,2011,"$916,330",AUS
Marc Turnesa,54,71.533,282.8,62.93,65.6,0.219,-0.585,-0.365,175,1,,2011,"$299,405",USA
Mark Wilson,89,70.526,284.8,67.63,66.03,0.233,0.245,0.477,620,4,2,2011,"$3,158,477",USA
Martin Laird,77,70.341,303,58.51,66.59,0.161,0.835,0.996,"1,589",6,1,2011,"$2,676,509",SCO
Martin Piller,63,72.542,292.2,54,61.02,0.208,-1.559,-1.351,120,,,2011,"$140,958",USA
Matt Bettencourt,84,71.689,288.3,56.51,62.1,0.079,-0.845,-0.766,461,2,,2011,"$692,545",USA
Matt Jones,71,71.517,293.9,55.52,62.36,0.002,-0.379,-0.377,328,1,,2011,"$602,392",AUS
Matt Kuchar,94,69.515,286.2,64.75,66.98,0.379,1.161,1.54,"1,853",9,,2011,"$4,233,920",USA
Matt McQuillan,59,71.635,285.4,64.45,62.63,0.436,-0.52,-0.084,280,3,,2011,"$582,933",CAN
Michael Bradley,74,70.877,290.7,57.03,67.62,-0.196,0.11,-0.086,454,1,1,2011,"$935,934",USA
Michael Connell,76,71.326,279.5,65.79,63.82,-0.097,-0.327,-0.425,233,,,2011,"$309,362",USA
Michael Putnam,67,70.989,297.2,54.72,64.37,0.423,-0.585,-0.162,300,,,2011,"$398,400",USA
Michael Thompson,79,70.942,291,60.14,65.3,0.448,-0.499,-0.052,413,2,,2011,"$935,265",USA
Nate Smith,66,71.833,281.2,60.98,61.57,0.411,-1.293,-0.883,110,,,2011,"$154,814",USA
Nathan Green,81,71.298,285,59.44,62.34,0.108,-0.501,-0.394,209,,,2011,"$312,109",AUS
Nick O'Hern,89,70.8,276.3,71.67,66.67,-0.056,0.518,0.462,463,4,,2011,"$940,224",AUS
Nick Watney,80,69.518,301.9,58.15,66.88,0.546,1.165,1.712,"1,420",10,2,2011,"$5,290,673",USA
Padraig Harrington,60,70.809,294.7,52.98,64.12,0.237,0.007,0.245,625,3,,2011,"$802,839",IRL
Pat Perez,76,70.826,291.4,63.64,65.42,0.221,0.271,0.492,751,4,,2011,"$1,295,253",USA
Paul Goydos,81,71.722,274.8,69,64.47,-0.628,0.034,-0.594,474,4,,2011,"$1,385,328",USA
Paul Stankowski,78,71.165,283.9,59.05,65.2,0.324,-0.345,-0.02,207,,,2011,"$290,211",USA
Phil Mickelson,79,69.891,299.8,53.2,66.96,-0.19,1.373,1.182,795,7,1,2011,"$3,763,488",USA
Retief Goosen,50,70.731,289.9,61.44,64.4,0.244,0.162,0.405,444,1,,2011,"$796,360",RSA
Richard Johnson,64,71.902,276.6,63.46,63.41,0.117,-1.161,-1.044,144,,,2011,"$212,106",SWE
Rickie Fowler,84,70.007,299.5,56.7,64.47,0.351,0.566,0.917,"1,323",4,,2011,"$2,084,681",USA
Ricky Barnes,78,70.572,293.3,58.55,66.52,-0.48,0.704,0.224,556,2,,2011,"$951,587",USA
Robert Allenby,84,70.284,290.2,62.91,67.54,-0.173,0.991,0.818,"1,146",3,,2011,"$1,452,567",AUS
Robert Garrigus,83,70.931,313.4,52.97,66.13,-0.384,0.523,0.139,759,3,,2011,"$1,503,923",USA
Robert Karlsson,61,70.211,299.2,56.78,63.37,0.066,0.612,0.678,"1,297",3,,2011,"$1,779,815",SWE
Rocco Mediate,53,72.975,275.5,68.91,62.16,-0.621,-0.9,-1.522,85,,,2011,"$136,299",USA
Rod Pampling,72,70.803,291.6,66.7,65.89,0.13,0.366,0.497,385,2,,2011,"$668,768",AUS
Roland Thatcher,67,71.478,293.1,61.16,64.26,0.194,-0.685,-0.491,302,2,,2011,"$666,371",USA
Rory Sabbatini,85,70.46,292.5,56.74,65.84,-0.403,1.122,0.719,"1,493",3,1,2011,"$2,420,655",RSA
Ryan Moore,79,70.345,290.1,63.1,62.89,0.55,0.278,0.827,"1,465",4,,2011,"$1,942,906",USA
Ryan Palmer,82,70.847,299.5,53.76,63.75,-0.047,-0.078,-0.125,"1,159",3,,2011,"$1,850,530",USA
Ryuji Imada,83,71.115,283.4,60.36,64.26,-0.157,0.04,-0.117,617,2,,2011,"$990,319",JPN
Scott Gutschewski,67,71.582,298,58.06,62.62,-0.638,-0.029,-0.667,125,,,2011,"$229,758",USA
Scott McCarron,65,71.127,291.6,64.63,60.75,0.519,-0.866,-0.347,221,1,,2011,"$436,270",USA
Scott Piercy,78,70.792,305.4,56.81,65.84,0.242,0.104,0.346,885,3,1,2011,"$1,250,957",USA
Scott Stallings,84,71.036,303.7,56.91,66.6,-0.154,0.213,0.059,"1,125",2,1,2011,"$1,957,162",USA
Sean O'Hair,71,70.81,294.6,55.78,63.17,-0.253,0.164,-0.089,"1,102",1,1,2011,"$1,483,948",USA
Sergio Garcia,61,69.564,299.2,58,66.85,-0.119,1.103,0.984,"1,317",3,,2011,"$1,524,091",ESP
Shane Bertsch,62,70.869,280.1,67.05,64.38,0.146,0.22,0.367,207,2,,2011,"$488,584",USA
Shaun Micheel,77,71.675,286.1,55.71,63.01,0.138,-0.713,-0.575,160,,,2011,"$206,450",USA
Spencer Levin,113,69.851,286.3,63.53,67.99,0.04,0.806,0.846,"1,287",6,,2011,"$2,320,038",USA
Stephen Ames,69,71.121,283.8,67.44,65.3,0.012,-0.274,-0.262,298,2,,2011,"$547,589",CAN
Steve Elkington,50,71.598,285.4,69.58,66.44,0.312,-0.653,-0.34,107,1,,2011,"$176,225",AUS
Steve Flesch,88,71.119,282.5,61.43,59.85,0.32,-0.575,-0.255,352,1,,2011,"$594,622",USA
Steve Marino,76,70.735,295.2,60.98,65.79,0.089,0.476,0.565,"1,262",3,,2011,"$1,975,076",USA
Steve Stricker,70,69.362,288.8,62.47,66.02,0.78,0.95,1.73,740,5,2,2011,"$3,992,785",USA
Steven Bowditch,86,71.221,308.3,55.12,63.62,0.161,-0.429,-0.267,347,1,,2011,"$621,378",AUS
Stewart Cink,72,70.7,291.8,56.58,64.31,0.169,0.501,0.67,556,1,,2011,"$909,162",USA
Stuart Appleby,65,71.554,287.5,58.2,61.62,-0.184,-0.479,-0.663,387,1,,2011,"$657,150",AUS
Sung Kang,63,70.849,294.2,61.82,64.78,-0.042,-0.143,-0.184,219,2,,2011,"$702,382",KOR
Tag Ridings,87,71.325,303.3,56.99,63.58,0.066,-0.302,-0.237,286,,,2011,"$382,670",USA
Tim Herron,85,70.634,291.8,57.29,65.64,0.148,-0.026,0.122,456,3,,2011,"$909,135",USA
Tim Petrovic,88,71.326,280.5,64.73,62.17,0.177,-0.296,-0.119,326,,,2011,"$428,011",USA
Tom Gillis,55,71.134,290.1,64.11,66.36,-0.436,-0.137,-0.573,431,2,,2011,"$814,147",USA
Tommy Gainey,104,70.814,296.7,58.97,67,0.112,0.158,0.27,"1,009",7,,2011,"$2,174,191",USA
Trevor Immelman,84,70.433,288.5,61.74,68.12,0.297,0.036,0.333,638,2,,2011,"$1,165,604",RSA
Troy Matteson,91,71.184,300.2,58.83,65.64,-0.15,-0.013,-0.162,547,2,,2011,"$946,989",USA
Troy Merritt,63,72.083,286.8,62.04,64.12,-0.334,-0.697,-1.031,131,,,2011,"$151,475",USA
Vaughn Taylor,89,70.909,284.1,64.22,66.04,0.153,-0.076,0.077,397,,,2011,"$423,907",USA
Vijay Singh,79,70.61,294.3,59.67,66.46,-0.131,0.73,0.6,548,5,,2011,"$2,371,050",FIJ
Webb Simpson,98,69.252,296.2,61.93,69.84,0.271,1.492,1.764,"2,745",12,2,2011,"$6,347,353",USA
Will Strickler,51,72.177,304.1,57.38,62.06,0.294,-1.294,-1,84,,,2011,"$109,031",USA
William McGirt,103,70.726,289.9,60.78,68.63,0.185,-0.023,0.162,674,,,2011,"$532,933",USA
Woody Austin,59,70.943,287.6,66.21,66.88,0.037,0.45,0.487,221,1,,2011,"$354,042",USA
Y.E. Yang,63,70.277,290.2,62.23,62.52,0.267,0.003,0.27,440,5,,2011,"$2,314,865",KOR
Zach Johnson,79,69.966,278.2,71.06,66.38,0.58,0.453,1.033,"1,414",4,,2011,"$1,880,406",USA
Zack Miller,86,71.89,299.5,57.06,61.79,-0.483,-0.568,-1.051,290,1,,2011,"$427,341",USA
�?ngel Cabrera,50,70.696,301.6,54.97,63.89,0.509,-0.337,0.172,237,3,,2011,"$628,079",ARG
Aaron Baddeley,73,71.113,292,54.3,58.1,0.604,-0.461,0.143,770,3,,2012,"$1,215,753",AUS
Adam Scott,59,69.533,304.6,59.61,66.57,-0.138,1.302,1.164,560,5,,2012,"$2,899,557",AUS
Alexandre Rocha,62,72.039,284.6,63.47,66.87,-0.232,-0.624,-0.856,183,2,,2012,"$614,658",BRA
Andres Romero,68,71.543,292,54.9,61.3,-0.223,-0.187,-0.409,506,2,,2012,"$970,919",ARG
Arjun Atwal,79,71.634,285.1,61.12,63.85,-0.217,-0.443,-0.66,181,1,,2012,"$348,770",IND
Ben Crane,73,70.708,286.8,64.36,64.81,0.432,0.16,0.591,991,4,,2012,"$1,701,365",USA
Ben Curtis,62,70.538,274.8,69.7,68.87,0.505,0.401,0.906,"1,230",3,1,2012,"$2,494,153",USA
Bill Haas,79,70.484,292.2,63.62,65.17,0.103,0.564,0.668,"1,471",3,1,2012,"$2,349,951",USA
Bill Lunde,83,71.062,290.5,59.1,67.56,-0.241,0.546,0.305,294,1,,2012,"$593,598",USA
Billy Horschel,63,70.494,290.2,66.58,68.79,-0.068,0.459,0.391,289,1,,2012,"$486,177",USA
Billy Hurley III,70,72.116,275.3,60.56,57.74,0.276,-1.6,-1.324,256,2,,2012,"$474,130",USA
Billy Mayfair,90,70.948,286.8,65.2,64.02,-0.205,0.128,-0.077,500,1,,2012,"$619,961",USA
Blake Adams,107,70.586,288.4,65.83,65.91,0.232,0.124,0.356,674,3,,2012,"$1,234,345",USA
Bo Van Pelt,84,69.718,296.1,64.79,67.07,0.542,0.895,1.437,647,10,,2012,"$3,043,509",USA
Bob Estes,78,70.418,285.2,60.72,62.39,0.074,0.288,0.362,"1,058",2,,2012,"$1,009,769",USA
Bobby Gates,87,71.208,300.2,58.6,65.39,-0.262,-0.003,-0.265,338,1,,2012,"$525,293",USA
Boo Weekley,74,70.966,296.8,65.15,69.53,-1.055,0.973,-0.082,365,3,,2012,"$848,347",USA
Brandt Jobe,57,71.064,299.2,62.48,64.68,0.257,-0.204,0.053,245,1,,2012,"$344,332",USA
Brandt Snedeker,81,69.84,288.7,60.5,63.75,0.86,0.15,1.01,"4,100",7,2,2012,"$4,989,739",USA
Brendan Steele,77,71.887,288.8,63.44,65.3,-0.112,-0.405,-0.517,334,3,,2012,"$840,965",USA
Brendon Todd,78,71.873,283.6,58.77,60,0.427,-1.617,-1.19,281,1,,2012,"$474,295",USA
Brendon de Jonge,115,70.137,288.8,63.42,69.17,0.144,0.939,1.083,"1,065",4,,2012,"$2,015,252",ZIM
Brian Davis,91,70.807,277.1,67.24,63.47,0.37,0.224,0.594,728,4,,2012,"$1,318,032",ENG
Brian Gay,91,70.767,277.7,62.1,62.71,0.704,-0.556,0.148,491,3,,2012,"$960,658",USA
Brian Harman,101,70.821,290.3,65.44,63.92,0.132,0.068,0.199,"1,122",1,,2012,"$1,146,448",USA
Bryce Molder,83,71.028,277.5,61.59,64.91,0.666,-0.345,0.321,"1,023",2,,2012,"$1,166,115",USA
Bubba Watson,68,69.639,315.5,58.84,69.95,-0.28,1.809,1.529,"1,005",7,1,2012,"$4,644,997",USA
Bud Cauley,99,70.458,291.6,60.33,66.55,0.065,0.655,0.721,"1,342",6,,2012,"$1,774,479",USA
Cameron Beckman,81,71.726,285.2,61.67,65.3,-0.353,-0.336,-0.689,154,,,2012,"$287,506",USA
Cameron Tringale,88,71.023,290.4,64.41,66.6,0.102,0.254,0.356,689,4,,2012,"$1,225,737",USA
Camilo Villegas,79,71.079,290.3,62.01,69.55,-0.343,0.17,-0.174,267,,,2012,"$491,729",COL
Carl Pettersson,92,70.013,297.1,57.63,63.89,0.444,0.424,0.867,613,6,1,2012,"$3,538,656",SWE
Chad Campbell,84,70.566,290.1,60.19,67.13,-0.425,0.708,0.283,517,3,,2012,"$895,199",USA
Charl Schwartzel,56,70.281,295.8,61.41,62.65,0.084,0.84,0.925,"1,041",2,,2012,"$1,138,844",RSA
Charles Howell III,98,70.385,294.6,54.6,66.61,0.054,0.625,0.679,733,2,,2012,"$1,284,578",USA
Charley Hoffman,88,71.139,295.5,62.23,66.35,-0.48,0.567,0.087,916,2,,2012,"$1,276,663",USA
Charlie Beljan,61,71.401,311.6,58.19,66.46,-0.421,-0.064,-0.485,222,3,1,2012,"$1,373,528",USA
Charlie Wi,86,70.697,285.6,61.65,59.69,0.279,0.004,0.283,"1,043",4,,2012,"$1,845,397",KOR
